2026-07-31 03:37:44,560 Loading openai/whisper-small ...
`torch_dtype` is deprecated! Use `dtype` instead!
2026-07-31 03:37:57,019 Encoder layers: 12 | Decoder layers: 12 | d_model: 768
2026-07-31 03:37:58,533 Loaded dataset: 255398 rows | 5275 V+up types | 8685 train/val positives
2026-07-31 03:37:58,533 Applying data-quality filters...
2026-07-31 03:38:03,523   Dropping 36419/255398 rows with an ambiguous multi-'up' transcript (unresolvable decoder token position)
2026-07-31 03:38:04,478   Dropping 30103/211540 V+up rows where a word sits between the verb and 'up' (non-adjacent particle construction)
2026-07-31 03:38:04,503 Filter counts: {'ambiguous_multi_up_dropped': 36419, 'nonadjacent_vup_dropped': 30103}
2026-07-31 03:38:04,538 Qualifying V+up types (>=5 occurrences): 1511
2026-07-31 03:38:07,918 Train: 2000 | Val: 2000 | Test types: 1511 (21860 rows)
2026-07-31 03:38:08,202 Loaded Dolma V+up frequencies from ../../Data/olmo_corpus_stats.pkl (5662 types)
2026-07-31 03:38:08,202 Dolma frequency spread across 1511 qualifying V+up types: min=0, median=216639, max=103842740
2026-07-31 03:38:08,202 Extracting train embeddings ...

Train:  12%|█▏        | 238/2000 [00:54<01:38, 17.97utt/s]
Train:  12%|█▏        | 241/2000 [00:54<01:30, 19.41utt/s]
Train:  12%|█▏        | 244/2000 [00:54<01:25, 20.52utt/s]
Train:  12%|█▏        | 247/2000 [00:54<01:22, 21.13utt/s]
Train:  12%|█▎        | 250/2000 [00:54<01:20, 21.80utt/s]
Train:  13%|█▎        | 253/2000 [00:55<01:16, 22.77utt/s]
Train:  13%|█▎        | 256/2000 [00:55<01:50, 15.78utt/s]
Train:  13%|█▎        | 258/2000 [00:55<02:54,  9.96utt/s]
Train:  13%|█▎        | 260/2000 [00:56<03:52,  7.50utt/s]
Train:  13%|█▎        | 262/2000 [00:56<04:36,  6.28utt/s]
Train:  13%|█▎        | 263/2000 [00:56<04:55,  5.87utt/s]
Train:  13%|█▎        | 264/2000 [00:57<05:15,  5.50utt/s]
Train:  13%|█▎        | 265/2000 [00:57<05:32,  5.21utt/s]
Train:  13%|█▎        | 267/2000 [00:57<04:11,  6.89utt/s]
Train:  14%|█▎        | 270/2000 [00:57<02:53,  9.96utt/s]
Train:  14%|█▎        | 272/2000 [00:57<02:28, 11.60utt/s]
Train:  14%|█▍        | 275/2000 [00:57<01:58, 14.60utt/s]
Train:  14%|█▍        | 278/2000 [00:58<01:40, 17.20utt/s]
Train:  14%|█▍        | 281/2000 [00:58<02:08, 13.40utt/s]
Train:  14%|█▍        | 283/2000 [00:58<03:15,  8.80utt/s]
Train:  14%|█▍        | 285/2000 [00:59<04:06,  6.96utt/s]
Train:  14%|█▍        | 287/2000 [00:59<04:55,  5.79utt/s]
Train:  14%|█▍        | 288/2000 [01:00<05:13,  5.47utt/s]
Train:  14%|█▍        | 289/2000 [01:00<05:31,  5.16utt/s]
Train:  14%|█▍        | 290/2000 [01:00<05:45,  4.95utt/s]
Train:  15%|█▍        | 291/2000 [01:00<05:57,  4.78utt/s]
Train:  15%|█▍        | 292/2000 [01:00<06:07,  4.65utt/s]
Train:  15%|█▍        | 293/2000 [01:01<06:16,  4.53utt/s]
Train:  15%|█▍        | 294/2000 [01:01<06:36,  4.31utt/s]
Train:  15%|█▍        | 295/2000 [01:01<06:32,  4.35utt/s]
Train:  15%|█▍        | 296/2000 [01:01<06:59,  4.07utt/s]
Train:  15%|█▍        | 297/2000 [01:02<06:58,  4.07utt/s]
Train:  15%|█▍        | 298/2000 [01:02<06:58,  4.07utt/s]
Train:  15%|█▍        | 299/2000 [01:02<06:43,  4.22utt/s]
Train:  15%|█▌        | 300/2000 [01:02<06:40,  4.25utt/s]
Train:  15%|█▌        | 301/2000 [01:03<06:50,  4.14utt/s]
Train:  15%|█▌        | 302/2000 [01:03<06:59,  4.05utt/s]
Train:  15%|█▌        | 303/2000 [01:03<06:56,  4.07utt/s]
Train:  15%|█▌        | 304/2000 [01:03<06:56,  4.07utt/s]
Train:  15%|█▌        | 305/2000 [01:04<06:53,  4.09utt/s]
Train:  15%|█▌        | 306/2000 [01:04<06:58,  4.05utt/s]
Train:  15%|█▌        | 307/2000 [01:04<06:53,  4.10utt/s]
Train:  15%|█▌        | 308/2000 [01:04<06:54,  4.08utt/s]
Train:  15%|█▌        | 309/2000 [01:05<06:42,  4.20utt/s]
Train:  16%|█▌        | 310/2000 [01:05<06:38,  4.24utt/s]
Train:  16%|█▌        | 311/2000 [01:05<07:11,  3.91utt/s]
Train:  16%|█▌        | 312/2000 [01:05<06:58,  4.03utt/s]
Train:  16%|█▌        | 313/2000 [01:06<06:51,  4.10utt/s]
Train:  16%|█▌        | 314/2000 [01:06<06:53,  4.08utt/s]
Train:  16%|█▌        | 315/2000 [01:06<06:45,  4.16utt/s]
Train:  16%|█▌        | 316/2000 [01:06<06:41,  4.19utt/s]
Train:  16%|█▌        | 317/2000 [01:07<06:33,  4.27utt/s]
Train:  16%|█▌        | 319/2000 [01:07<04:19,  6.49utt/s]
Train:  16%|█▌        | 322/2000 [01:07<02:41, 10.36utt/s]
Train:  16%|█▋        | 325/2000 [01:07<02:08, 13.08utt/s]
Train:  16%|█▋        | 328/2000 [01:07<01:49, 15.30utt/s]
Train:  16%|█▋        | 330/2000 [01:07<01:47, 15.54utt/s]
Train:  17%|█▋        | 332/2000 [01:07<02:05, 13.25utt/s]
Train:  17%|█▋        | 335/2000 [01:08<01:43, 16.08utt/s]
Train:  17%|█▋        | 338/2000 [01:08<01:33, 17.85utt/s]
Train:  17%|█▋        | 341/2000 [01:08<01:24, 19.71utt/s]
Train:  17%|█▋        | 344/2000 [01:08<02:13, 12.39utt/s]
Train:  17%|█▋        | 346/2000 [01:09<03:15,  8.44utt/s]
Train:  17%|█▋        | 348/2000 [01:09<03:38,  7.54utt/s]
Train:  18%|█▊        | 351/2000 [01:09<02:45,  9.94utt/s]
Train:  18%|█▊        | 353/2000 [01:09<02:31, 10.89utt/s]
Train:  18%|█▊        | 355/2000 [01:10<03:39,  7.48utt/s]
Train:  18%|█▊        | 357/2000 [01:10<04:28,  6.13utt/s]
Train:  18%|█▊        | 358/2000 [01:11<04:59,  5.48utt/s]
Train:  18%|█▊        | 359/2000 [01:11<04:52,  5.62utt/s]
Train:  18%|█▊        | 362/2000 [01:11<03:09,  8.66utt/s]
Train:  18%|█▊        | 364/2000 [01:11<02:42, 10.10utt/s]
Train:  18%|█▊        | 367/2000 [01:11<02:04, 13.08utt/s]
Train:  18%|█▊        | 369/2000 [01:12<03:40,  7.40utt/s]
Train:  19%|█▊        | 371/2000 [01:12<04:39,  5.83utt/s]
Train:  19%|█▊        | 373/2000 [01:13<05:23,  5.03utt/s]
Train:  19%|█▊        | 374/2000 [01:13<05:42,  4.75utt/s]
Train:  19%|█▉        | 375/2000 [01:13<06:00,  4.51utt/s]
Train:  19%|█▉        | 376/2000 [01:14<06:14,  4.34utt/s]
Train:  19%|█▉        | 377/2000 [01:14<06:30,  4.16utt/s]
Train:  19%|█▉        | 378/2000 [01:14<06:36,  4.09utt/s]
Train:  19%|█▉        | 379/2000 [01:14<06:33,  4.12utt/s]
Train:  19%|█▉        | 380/2000 [01:15<06:27,  4.19utt/s]
Train:  19%|█▉        | 381/2000 [01:15<06:21,  4.25utt/s]
Train:  19%|█▉        | 382/2000 [01:15<06:23,  4.22utt/s]
Train:  19%|█▉        | 383/2000 [01:15<06:29,  4.15utt/s]
Train:  19%|█▉        | 384/2000 [01:16<06:38,  4.06utt/s]
Train:  19%|█▉        | 385/2000 [01:16<05:53,  4.57utt/s]
Train:  19%|█▉        | 388/2000 [01:16<04:10,  6.43utt/s]
Train:  19%|█▉        | 389/2000 [01:16<04:57,  5.41utt/s]
Train:  20%|█▉        | 390/2000 [01:17<05:24,  4.96utt/s]
Train:  20%|█▉        | 391/2000 [01:17<05:41,  4.71utt/s]
Train:  20%|█▉        | 392/2000 [01:17<05:59,  4.48utt/s]
Train:  20%|█▉        | 393/2000 [01:17<06:17,  4.26utt/s]
Train:  20%|█▉        | 394/2000 [01:18<06:25,  4.17utt/s]
Train:  20%|█▉        | 395/2000 [01:18<06:22,  4.20utt/s]
Train:  20%|█▉        | 396/2000 [01:18<06:17,  4.25utt/s]
Train:  20%|█▉        | 397/2000 [01:18<06:17,  4.24utt/s]
Train:  20%|█▉        | 398/2000 [01:19<06:20,  4.21utt/s]
Train:  20%|█▉        | 399/2000 [01:19<06:16,  4.25utt/s]
Train:  20%|██        | 400/2000 [01:19<06:22,  4.18utt/s]
Train:  20%|██        | 401/2000 [01:19<06:22,  4.18utt/s]
Train:  20%|██        | 402/2000 [01:19<06:17,  4.24utt/s]
Train:  20%|██        | 403/2000 [01:20<06:09,  4.32utt/s]
Train:  20%|██        | 404/2000 [01:20<06:08,  4.33utt/s]
Train:  20%|██        | 405/2000 [01:20<06:26,  4.13utt/s]
Train:  20%|██        | 406/2000 [01:20<06:26,  4.12utt/s]
Train:  20%|██        | 407/2000 [01:21<06:21,  4.18utt/s]
Train:  20%|██        | 408/2000 [01:21<06:34,  4.04utt/s]
Train:  20%|██        | 409/2000 [01:21<05:49,  4.55utt/s]
Train:  21%|██        | 411/2000 [01:21<04:45,  5.56utt/s]
Train:  21%|██        | 412/2000 [01:22<05:20,  4.96utt/s]
Train:  21%|██        | 413/2000 [01:22<05:42,  4.63utt/s]
Train:  21%|██        | 414/2000 [01:22<05:54,  4.47utt/s]
Train:  21%|██        | 415/2000 [01:22<06:22,  4.14utt/s]
Train:  21%|██        | 416/2000 [01:23<06:18,  4.18utt/s]
Train:  21%|██        | 417/2000 [01:23<06:14,  4.22utt/s]
Train:  21%|██        | 418/2000 [01:23<06:13,  4.24utt/s]
Train:  21%|██        | 419/2000 [01:23<06:12,  4.24utt/s]
Train:  21%|██        | 420/2000 [01:24<06:17,  4.18utt/s]
Train:  21%|██        | 421/2000 [01:24<06:17,  4.18utt/s]
Train:  21%|██        | 422/2000 [01:24<05:36,  4.68utt/s]
Train:  21%|██▏       | 425/2000 [01:24<03:04,  8.51utt/s]
Train:  21%|██▏       | 427/2000 [01:24<02:34, 10.20utt/s]
Train:  21%|██▏       | 429/2000 [01:25<03:43,  7.03utt/s]
Train:  22%|██▏       | 430/2000 [01:25<04:10,  6.26utt/s]
Train:  22%|██▏       | 431/2000 [01:25<04:27,  5.87utt/s]
Train:  22%|██▏       | 432/2000 [01:25<04:54,  5.32utt/s]
Train:  22%|██▏       | 433/2000 [01:26<05:10,  5.04utt/s]
Train:  22%|██▏       | 434/2000 [01:26<05:33,  4.69utt/s]
Train:  22%|██▏       | 435/2000 [01:26<04:47,  5.44utt/s]
Train:  22%|██▏       | 436/2000 [01:26<05:08,  5.07utt/s]
Train:  22%|██▏       | 437/2000 [01:26<05:18,  4.91utt/s]
Train:  22%|██▏       | 438/2000 [01:27<05:46,  4.51utt/s]
Train:  22%|██▏       | 439/2000 [01:27<05:53,  4.41utt/s]
Train:  22%|██▏       | 440/2000 [01:27<05:58,  4.35utt/s]
Train:  22%|██▏       | 441/2000 [01:27<06:14,  4.16utt/s]
Train:  22%|██▏       | 442/2000 [01:28<05:11,  5.00utt/s]
Train:  22%|██▏       | 445/2000 [01:28<02:55,  8.85utt/s]
Train:  22%|██▏       | 448/2000 [01:28<02:04, 12.49utt/s]
Train:  22%|██▎       | 450/2000 [01:28<01:51, 13.94utt/s]
Train:  23%|██▎       | 453/2000 [01:28<01:34, 16.29utt/s]
Train:  23%|██▎       | 456/2000 [01:28<01:59, 12.95utt/s]
Train:  23%|██▎       | 458/2000 [01:29<02:26, 10.50utt/s]
Train:  23%|██▎       | 460/2000 [01:29<03:24,  7.52utt/s]
Train:  23%|██▎       | 462/2000 [01:30<04:11,  6.12utt/s]
Train:  23%|██▎       | 464/2000 [01:30<03:28,  7.38utt/s]
Train:  23%|██▎       | 466/2000 [01:30<03:28,  7.37utt/s]
Train:  23%|██▎       | 467/2000 [01:30<03:55,  6.50utt/s]
Train:  23%|██▎       | 468/2000 [01:30<04:22,  5.84utt/s]
Train:  23%|██▎       | 469/2000 [01:31<04:45,  5.37utt/s]
Train:  24%|██▎       | 470/2000 [01:31<05:20,  4.78utt/s]
Train:  24%|██▎       | 471/2000 [01:31<05:47,  4.39utt/s]
Train:  24%|██▎       | 472/2000 [01:32<05:59,  4.25utt/s]
Train:  24%|██▎       | 473/2000 [01:32<06:11,  4.11utt/s]
Train:  24%|██▎       | 474/2000 [01:32<06:09,  4.13utt/s]
Train:  24%|██▍       | 475/2000 [01:32<05:28,  4.65utt/s]
Train:  24%|██▍       | 478/2000 [01:32<03:04,  8.26utt/s]
Train:  24%|██▍       | 480/2000 [01:32<02:31, 10.03utt/s]
Train:  24%|██▍       | 483/2000 [01:33<02:36,  9.68utt/s]
Train:  24%|██▍       | 485/2000 [01:33<03:40,  6.87utt/s]
Train:  24%|██▍       | 486/2000 [01:33<04:03,  6.21utt/s]
Train:  24%|██▍       | 487/2000 [01:34<04:27,  5.65utt/s]
Train:  24%|██▍       | 488/2000 [01:34<04:47,  5.27utt/s]
Train:  24%|██▍       | 489/2000 [01:34<05:04,  4.96utt/s]
Train:  24%|██▍       | 490/2000 [01:34<05:00,  5.02utt/s]
Train:  25%|██▍       | 493/2000 [01:35<02:55,  8.58utt/s]
Train:  25%|██▍       | 496/2000 [01:35<02:09, 11.59utt/s]
Train:  25%|██▍       | 498/2000 [01:35<03:19,  7.53utt/s]
Train:  25%|██▌       | 500/2000 [01:36<04:08,  6.03utt/s]
Train:  25%|██▌       | 501/2000 [01:36<04:27,  5.59utt/s]
Train:  25%|██▌       | 502/2000 [01:36<04:42,  5.30utt/s]
Train:  25%|██▌       | 503/2000 [01:36<04:48,  5.19utt/s]
Train:  25%|██▌       | 504/2000 [01:36<04:22,  5.69utt/s]
Train:  25%|██▌       | 507/2000 [01:37<02:44,  9.06utt/s]
Train:  26%|██▌       | 510/2000 [01:37<01:58, 12.57utt/s]
Train:  26%|██▌       | 512/2000 [01:37<03:06,  7.97utt/s]
Train:  26%|██▌       | 514/2000 [01:38<03:52,  6.40utt/s]
Train:  26%|██▌       | 515/2000 [01:38<04:14,  5.83utt/s]
Train:  26%|██▌       | 516/2000 [01:38<04:37,  5.34utt/s]
Train:  26%|██▌       | 517/2000 [01:38<04:54,  5.03utt/s]
Train:  26%|██▌       | 518/2000 [01:39<05:06,  4.84utt/s]
Train:  26%|██▌       | 519/2000 [01:39<05:14,  4.72utt/s]
Train:  26%|██▌       | 520/2000 [01:39<05:21,  4.60utt/s]
Train:  26%|██▌       | 521/2000 [01:39<05:38,  4.37utt/s]
Train:  26%|██▌       | 522/2000 [01:40<05:41,  4.33utt/s]
Train:  26%|██▌       | 523/2000 [01:40<05:43,  4.30utt/s]
Train:  26%|██▌       | 524/2000 [01:40<05:41,  4.32utt/s]
Train:  26%|██▋       | 527/2000 [01:40<03:07,  7.86utt/s]
Train:  26%|██▋       | 528/2000 [01:40<03:38,  6.74utt/s]
Train:  26%|██▋       | 529/2000 [01:41<04:11,  5.85utt/s]
Train:  26%|██▋       | 530/2000 [01:41<04:45,  5.15utt/s]
Train:  27%|██▋       | 531/2000 [01:41<05:01,  4.88utt/s]
Train:  27%|██▋       | 532/2000 [01:41<05:19,  4.59utt/s]
Train:  27%|██▋       | 533/2000 [01:42<05:35,  4.38utt/s]
Train:  27%|██▋       | 534/2000 [01:42<05:44,  4.25utt/s]
Train:  27%|██▋       | 535/2000 [01:42<06:03,  4.03utt/s]
Train:  27%|██▋       | 536/2000 [01:42<05:52,  4.15utt/s]
Train:  27%|██▋       | 537/2000 [01:43<05:59,  4.07utt/s]
Train:  27%|██▋       | 538/2000 [01:43<05:55,  4.11utt/s]
Train:  27%|██▋       | 539/2000 [01:43<05:52,  4.14utt/s]
Train:  27%|██▋       | 540/2000 [01:43<05:49,  4.17utt/s]
